Unnamed: 0,Location,Distance,Review_Score,Review_Score_,N_Reviews,Price,latitude,longitude
512,Ensanche,0.22798138686079206,8.603759931162193,Fabulous ,1158.0,138.0,43.267050543527795,-2.930583944291048
513,Ensanche,1.6445914736072254,7.533584710980231,Review score ,1046.0,588.0,43.26439290595556,-2.9418373538013034
514,Ensanche,0.32834047869665717,,,,1258.0,43.2624496540367,-2.929264819284766
515,Ensanche,0.28693275797953416,8.507768712052066,Fabulous ,2793.0,98.0,43.267034248716946,-2.9315888256100835
516,City Center,0.5092914123047129,8.379531884008601,Very good ,368.0,79.0,43.255856915248295,-2.9226915302357206
517,Ensanche,0.3443532724662546,7.952551183477993,Good ,4216.0,303.0,43.25952405005098,-2.9483097600004933
518,City Center,0.731540388534159,8.121975609608127,Very good ,161.0,1729.0,43.265701196969744,-2.916647742649016
519,Old Town,1.938066165814763,,Fabulous ,4539.0,292.0,43.27472575075188,-2.9353366519189
520,Ensanche,0.4205182818053577,,,,1311.0,43.26150473894556,-2.9310306377230644
521,Old Town,0.5360200998595566,8.856137185818202,Fabulous ,471.0,336.0,43.25943931094292,-2.923366194948665
522,Ensanche,0.5198793997824263,7.156613251105095,Fabulous ,1827.0,1717.0,43.251453343927245,-2.9081999003298353
523,City Center,0.46027547808092373,7.34862455546644,Very good ,3801.0,132.0,43.26638280889851,-2.9061011829224213
524,Bilbao,1.9507824442722475,8.417758322768348,Exceptional 10,7222.0,1020.0,43.25077743566226,-2.9316443340702705
525,Deusto,0.6506823367974542,8.695019472890257,Review score ,6029.0,567.0,43.25908384819022,-2.940441558154309
526,City Center,0.7142529659976168,8.45188791691481,Very good ,1693.0,385.0,43.26145624508761,-2.948704854565171
527,City Center,2.1958718605510397,7.583954348600481,Very good ,2512.0,1214.0,43.27741561024618,-2.9361454001548113
528,Bilbao,0.6845425946873547,,,,1729.0,43.25466239050888,-2.926448984789676
529,Bilbao,0.6399717656309131,9.235987315520285,Exceptional 10,7399.0,445.0,43.25998092705695,-2.951788989049327
530,Deusto,1.2129411536947419,7.824261516097138,,4373.0,1317.0,43.249763250240825,-2.9058728740840727
531,Old Town,0.5332999797189454,8.888128287783355,Fabulous ,774.0,371.0,43.25925559228928,-2.9224827965351357
532,City Center,0.6791110526390525,8.503625735098193,Very good ,1715.0,386.0,43.262607472641584,-2.946826262951469
533,Old Town,0.9331543018354604,8.465569367196863,Fabulous ,1878.0,617.0,43.25861247611202,-2.92347553291646
534,Deusto,2.189907065077543,9.312433389858223,Exceptional 10,226.0,1503.0,43.25828412936279,-2.9193694482112145
535,Bilbao,0.7150964595247947,,,,1690.0,43.25444114178389,-2.9269459272395406
536,Ensanche,0.5038875884845561,8.194576766870505,Exceptional ,1967.0,725.0,43.261549098768086,-2.9561507350226877
537,Ensanche,0.3570674717504468,9.182106156961972,Superb ,6137.0,1075.0,43.26469144898982,-2.9308286653723785
538,Old Town,0.5471345435094922,9.66478103112054,Exceptional ,5392.0,1665.0,43.2653013834312,-2.9424469753321274
539,Deusto,1.4853655798493326,7.302531573928232,Good ,241.0,412.0,43.27678755287323,-2.9567446641269086
540,Old Town,0.4532545071157008,7.8018393173223295,Good ,1374.0,616.0,43.2497916385394,-2.9273607121656076
541,Bilbao,1.8468606486337886,8.761313547841873,Fabulous ,,412.0,43.263675894657524,-2.942853397868398
542,Ensanche,0.33047158267630594,,,,1312.0,43.26173220216073,-2.931818402583678
543,City Center,0.6348612440291528,8.486186089867607,Very good ,1774.0,366.0,43.26148830641911,-2.94613846155661
544,Deusto,1.4129360307633028,7.276751035253647,Good ,83.0,462.0,43.27641884066746,-2.95827978105277
545,Deusto,1.3199585832092262,9.607078799162467,Superb ,5912.0,458.0,43.24997369851413,-2.9468127363533134
546,Bilbao,0.8263121906418976,7.645974606168675,Review score ,7144.0,1046.0,43.26489700329105,-2.923972167900655
547,City Center,1.0578137633508136,9.562203228041149,,,1746.0,43.2710833362746,-2.94580705725851
548,City Center,0.6761448397942382,8.538798287513982,Very good ,1867.0,398.0,43.262418660944455,-2.9462950508926005
549,Old Town,0.69489577450545,,Exceptional 10,229.0,1711.0,43.25892157932013,-2.9231121291476927
550,Old Town,1.326307051738093,9.463378607969506,Fabulous ,2761.0,255.0,43.269538147111696,-2.9302551940537658
551,Bilbao,0.663461344508529,,,,1761.0,43.25504858657446,-2.9271387576271617
552,Ensanche,1.177828013690156,7.775422981160529,Superb ,348.0,196.0,43.259848157653906,-2.90521113730657
553,Ensanche,0.3342493571707765,,,,1261.0,43.261568188588924,-2.931411378595244
554,City Center,2.1452381912121483,9.227122219045983,,6024.0,172.0,43.26542604048629,-2.917684818792039
555,Bilbao,0.6582402547795618,,,,1715.0,43.253883348819734,-2.9260780184285253
556,Bilbao,0.32087192208197296,9.076778231476462,Very good ,1077.0,185.0,43.258204917913666,-2.919845707153568
557,City Center,1.6138886335075096,9.239088371319632,Exceptional 10,7227.0,1052.0,43.261176634719334,-2.939912186138328
558,Bilbao,0.662123586362156,,,968.0,170.0,43.2632179647915,-2.927270553008888
559,Deusto,1.4520626950526259,7.270976123694093,Good ,84.0,410.0,43.27690230108566,-2.9591747229817935
560,Ensanche,0.3977341679536955,,,,1296.0,43.261329140616006,-2.9316114587861812
561,Bilbao,0.6534480034653488,,,,1763.0,43.25460595393991,-2.927907584709297
562,Deusto,1.135120859036515,8.077651484736537,Very good ,5296.0,932.0,43.278087181861835,-2.9584897376234123
563,Deusto,0.8480221041686764,7.013771055371178,Superb ,6591.0,466.0,43.27549063324024,-2.9215023961420834
564,Ensanche,0.37235572577795945,,,,1264.0,43.2621611159434,-2.930823101659709
565,Old Town,1.5046401034168373,8.39589073497757,,4030.0,872.0,43.27658386143028,-2.952621526101483
566,City Center,0.700383724518017,6.9166643596039785,Review score ,6707.0,189.0,43.261952058244546,-2.9481612052406136
567,Old Town,1.6355011560610022,9.979203146035509,Very good ,5812.0,845.0,43.27744393834936,-2.908932432115537
568,Deusto,1.2686933657642232,6.961148738807691,Good ,6366.0,109.0,43.272772174721005,-2.951429871516292
569,Deusto,1.4787906663065329,7.336535588494408,Good ,113.0,478.0,43.276186040789796,-2.956180065457658
570,Deusto,1.4893898194468287,7.23652971513978,Good ,,474.0,43.27690736715942,-2.956148685325258
571,Ensanche,2.145371668780508,9.128945215896342,,2796.0,1334.0,43.25215649520356,-2.9158686155007874
572,Bilbao,0.6611520856423392,,,,1705.0,43.25508523166927,-2.9288614954826397
573,Old Town,0.6975354732691897,,Exceptional 10,389.0,1746.0,43.25970596289248,-2.923511677560905
574,Deusto,1.4534920361533694,7.313917460623542,Good ,156.0,468.0,43.27667747864791,-2.9571211416578045
575,Old Town,0.6462758246139318,,Exceptional 10,65.0,1689.0,43.25898391464961,-2.92500642500865
576,Bilbao,0.6665445481100685,,,,1760.0,43.254091905127524,-2.9272437933090707
577,Deusto,1.5033416855659225,7.307663621083608,Good ,53.0,464.0,43.27631863434178,-2.959315644001592
578,Ensanche,0.24133506588338016,8.685412527480375,Fabulous ,1233.0,636.0,43.26007491662631,-2.9305250019604574
579,Deusto,1.456522032696548,7.353086476062629,Good ,20.0,418.0,43.27751919255103,-2.9592396326588912
580,Bilbao,0.6846794839940639,,,,1694.0,43.25479172943968,-2.9260591064285975
581,City Center,2.050397042479172,9.81579160947518,Review score ,7566.0,1055.0,43.26447611399628,-2.9320572933111424
582,Deusto,1.9241772087492595,7.302357154213932,Fabulous ,149.0,1424.0,43.259887570556636,-2.932455151000036
583,Bilbao,0.6219999844789089,,,,1724.0,43.2551942287828,-2.928502620229298
584,City Center,0.6907641824824301,8.55503811471163,Very good ,2195.0,482.0,43.26463863574389,-2.947538666330313
585,City Center,1.3733025488232227,8.204355883161197,,6191.0,1542.0,43.25708273716297,-2.9627419594105473
586,Deusto,1.4116761513307194,7.28949978441746,Good ,3130.0,1636.0,43.25115975741004,-2.9586408262917385
587,Deusto,1.3417216119367876,8.237689994889442,Very good ,2168.0,423.0,43.25249742976673,-2.9464877737855097
588,Ensanche,0.40172437923672566,8.42479825115481,Very good ,4555.0,466.0,43.25246651353586,-2.9284111252427905
589,Deusto,1.4729435100655377,7.240996584835913,Good ,275.0,486.0,43.27705773490507,-2.9587444081939025
590,Deusto,1.1687773459817463,8.055947234316397,Very good ,959.0,173.0,43.266648861759414,-2.9563989441204592
591,Deusto,1.4263181731038928,7.2385263165311935,Good ,267.0,477.0,43.27650869066597,-2.956763785235864
592,City Center,0.6914844578776965,8.325566021076707,Very good ,4997.0,508.0,43.265419578616665,-2.9247070876739416
593,City Center,0.6683188081874225,8.455530368432436,Very good ,1834.0,318.0,43.26244101582633,-2.948881014105266
594,Ensanche,0.2941658126969109,9.86347319618253,Exceptional ,164.0,840.0,43.259708163661685,-2.9360280790994993
595,City Center,1.1899724975313626,,Review score ,7721.0,66.0,43.27766181871946,-2.968560921722687
596,Old Town,0.6447375957057956,,Exceptional 10,381.0,1719.0,43.258958616625215,-2.9244241808737224
597,Ensanche,0.40106950811009245,,,,1318.0,43.262142628416434,-2.9298431335164885
598,Old Town,2.128990536126082,,Exceptional 10,239.0,1689.0,43.258827764229316,-2.9239011516195546
599,Ensanche,0.42296876579757237,,,1461.0,878.0,43.27912797014444,-2.9466773253379417
600,Bilbao,2.014645663427382,9.497389308923104,Fabulous ,6932.0,1192.0,43.253950432815316,-2.972340850405275
601,Old Town,0.7089849136670274,,Exceptional 10,258.0,1712.0,43.258355068931856,-2.922493415071843
602,Ensanche,0.23127214824291428,9.58614244791567,Exceptional ,225.0,385.0,43.265217198765534,-2.934013985883152
603,Bilbao,1.140307705718885,7.412236343757186,Superb ,1038.0,1501.0,43.25255825408768,-2.962364828084219
604,City Center,0.6737109610006616,8.472302001066335,Very good ,1823.0,374.0,43.262149396198325,-2.948639441061516
605,Ensanche,0.3832775962761259,,,,1319.0,43.261435033972596,-2.9323077413228047
606,City Center,0.7595377235232255,8.539339176764251,Very good ,2110.0,824.0,43.25861978770162,-2.95047448303132
607,Ensanche,0.8291549477387611,9.444338295852653,Superb ,1067.0,108.0,43.25806067567343,-2.943117111753403
608,Ensanche,0.35082543391998305,,,,1328.0,43.26215420876655,-2.9321426991007584
609,Old Town,0.5511350187898755,8.148566049832949,Very good ,1639.0,585.0,43.25966849861838,-2.922536930478579
610,Ensanche,0.6963106179269294,8.50930092598232,Good ,2132.0,305.0,43.26017378849413,-2.933108112354273
611,Ensanche,0.31691092207871613,7.645179353446732,Good ,926.0,64.0,43.25873174737349,-2.9332170225695107
612,Deusto,1.2723654325729787,8.102299765223055,Exceptional ,578.0,916.0,43.27811886221597,-2.9079024865401335
613,City Center,1.2171331179795242,,Superb ,1207.0,1446.0,43.254553060755896,-2.9502607405875483
614,Bilbao,0.6999615065210233,,,,1751.0,43.25387753209334,-2.9276949216902324
615,Ensanche,1.0465072970119376,9.531084571353068,Review score ,1688.0,718.0,43.25913312677374,-2.9448906040589824
616,Old Town,2.1348891900874207,8.892908733094265,Very good ,3552.0,904.0,43.26184438709118,-2.9327147612032194
617,Ensanche,1.3645682908950252,8.372142033280117,Very good ,3126.0,602.0,43.263978095554364,-2.9397128569428896
618,City Center,0.5477469133290434,8.262818293786786,Superb ,409.0,307.0,43.260644212940754,-2.9289062863670727
619,Ensanche,0.5152887477568405,9.34673527773027,,5056.0,813.0,43.277725521208154,-2.9360765373389865
620,Old Town,0.6379506284363439,,Exceptional 10,209.0,1720.0,43.25893947382391,-2.9238057203787924
621,Old Town,0.46546281677695905,8.513553966045883,Exceptional 10,2046.0,389.0,43.26712059830464,-2.9723579743795088
622,City Center,2.0313014332013926,9.750008100717919,Review score ,5511.0,1027.0,43.2638564036285,-2.907191624726526
623,Old Town,0.7717290909898865,9.00181472530912,Very good ,1351.0,1477.0,43.27105773625413,-2.967067985581511
624,Deusto,1.6647972960313073,9.293597064666196,Exceptional 10,,763.0,43.2778401247342,-2.9599261257845484
625,Deusto,1.4727678693344324,7.306555451950094,Good ,156.0,426.0,43.27751611794876,-2.9595335516093577
626,City Center,0.47695843156038187,8.576134754018561,Very good ,3356.0,466.0,43.26816834717498,-2.9269736069440966
627,Old Town,0.6623384440940114,9.677440261707686,,1049.0,136.0,43.26536785884684,-2.9293730810884804
628,Ensanche,0.28986677303895136,9.944715596441993,Exceptional ,337.0,829.0,43.259491021708556,-2.9385689343469634
629,Deusto,0.8588820882815179,9.616345222482803,Exceptional ,1142.0,1069.0,43.255226766589,-2.957707959924526
630,Deusto,2.178157002824877,9.413452830385543,,4538.0,1498.0,43.25248804032601,-2.938582454969074
631,City Center,1.784561136945606,7.891934403109301,Exceptional 10,363.0,228.0,43.2571861629177,-2.9328170700665175
632,Deusto,2.1301905247636586,7.864758196909903,Exceptional 10,828.0,801.0,43.25988462727342,-2.906056466045964
633,Ensanche,0.36258251736891045,,,,1267.0,43.26221242049004,-2.932093842787196
634,Old Town,1.7688418029956703,9.957971260377224,Fabulous ,5464.0,568.0,43.27014443634198,-2.915499655246113
635,Ensanche,0.3414019013018625,8.37874510573008,Very good ,,563.0,43.27663386387182,-2.926730440351713
636,Bilbao,0.6905708768291648,,,,1746.0,43.254586975683424,-2.9262111302228506
637,Bilbao,0.8567135556349158,,,,1726.0,43.25483605055866,-2.926146077436259
638,City Center,0.6801184350101229,8.473759152415063,Very good ,1887.0,374.0,43.26148128998124,-2.9480568097670266
639,Ensanche,1.030126673878716,9.560609188094858,Very good ,6800.0,707.0,43.26869294544245,-2.9692102468733452
640,Ensanche,0.49046003171962294,8.45436693425824,Very good ,3377.0,616.0,43.27402492922988,-2.9327532172026056
641,Deusto,1.445832070796897,7.227637408266489,Good ,169.0,409.0,43.27699259760443,-2.9587838677438563
642,City Center,1.7534401954713499,8.700971093992266,Review score ,1858.0,1118.0,43.27844542530601,-2.9055071259599377
643,Ensanche,0.2682174118110678,8.703834623726802,Fabulous ,2544.0,521.0,43.25985408596138,-2.931826540261242
644,Old Town,0.6688396403704252,,Exceptional 10,391.0,1722.0,43.25872714827818,-2.922427657199245
645,Ensanche,2.071249523792213,8.531881200343042,Superb ,944.0,216.0,43.25389930633595,-2.9208873128871518
646,Ensanche,0.2586627810784367,9.657362501307231,Exceptional ,864.0,342.0,43.26537140730405,-2.9341381535656765
647,Ensanche,0.3902253737977204,8.844705745872089,Fabulous ,3346.0,411.0,43.26331658343504,-2.9264251214260333
648,Old Town,1.8113946351488344,7.869744021609769,Exceptional ,4915.0,846.0,43.276024064618035,-2.915166078954445
649,Bilbao,0.8487000809474089,,,,1730.0,43.2540496518374,-2.9288104101360624
650,Ensanche,0.39941386489207265,,,,1290.0,43.26138198946274,-2.9304488165578295
651,Ensanche,0.3310782161543035,,,,1338.0,43.26135085465305,-2.932106370251671
652,Deusto,2.063994480171021,8.723660560788458,Review score ,403.0,669.0,43.25709966784815,-2.91308663765678
653,Bilbao,0.6243380252005095,,,,1727.0,43.25469545006801,-2.9288776507606116
654,City Center,1.1615098929196583,9.901797030019354,Review score ,7975.0,1581.0,43.27554097563611,-2.9081774917280843
655,Ensanche,0.41355194294810194,8.921895708403264,Fabulous ,7112.0,341.0,43.25342005305886,-2.9614731565489656
656,Deusto,0.32690631381703633,,,,1332.0,43.26197576144364,-2.9298947469787344
657,Bilbao,0.6737825820372279,,,,1753.0,43.254136158384284,-2.926929661895831
658,Ensanche,0.33246415092544235,,,,1291.0,43.26205043064121,-2.930916677490984
659,Bilbao,0.608710373374745,8.94850580081993,Exceptional 10,4121.0,1235.0,43.27795739316237,-2.9601225431460754
660,City Center,0.985421066057276,8.208935998405476,Exceptional 10,4525.0,865.0,43.260657450837186,-2.906146325768101
661,Old Town,0.39909272131812273,8.855032919659156,Exceptional 10,1667.0,383.0,43.27350531571293,-2.9487764082644965
662,Bilbao,0.687806656749208,,,,1711.0,43.25517322321762,-2.9286522164892657
663,Old Town,0.6224517679329534,,Exceptional 10,237.0,1731.0,43.25898051110817,-2.9253131241672548
664,City Center,0.7245161800499836,8.570824268569032,Very good ,492.0,266.0,43.2609513477877,-2.951188385521321
665,Ensanche,0.2885137574876291,8.73852545231631,Fabulous ,1247.0,597.0,43.26011258243381,-2.9292929333713236
666,Old Town,1.0163325782955408,9.81001473225128,Very good ,6377.0,611.0,43.26563398344,-2.9158593560569606
667,Bilbao,0.9052149776740541,,Exceptional ,2115.0,1718.0,43.2583301101335,-2.9378015968142006
668,Ensanche,0.394923554572457,7.481476093706654,Very good ,3461.0,377.0,43.26675828998427,-2.927679821966298
669,City Center,0.9894457682237622,9.006348434994145,Fabulous ,5266.0,1190.0,43.264164926914376,-2.9457836006228435
670,City Center,0.4469050381384367,8.479945951828883,Fabulous ,919.0,226.0,43.26099351587086,-2.9280967142226255
671,City Center,0.49868191986703236,8.553252020785804,Very good ,1261.0,295.0,43.26074373440315,-2.9259261079742016
672,City Center,0.6502179685251663,8.557628993392736,Very good ,1717.0,380.0,43.26133643958103,-2.94855398878851
673,City Center,0.533584035429027,7.406554624186992,Fabulous ,4416.0,1460.0,43.25378534285773,-2.936439610748515
674,City Center,0.8645519055983121,7.887520945734,Exceptional 10,4958.0,820.0,43.271735142761344,-2.9713919554395294
675,Ensanche,0.3584784011995123,8.340543383278032,Very good ,3586.0,450.0,43.263824501247775,-2.9270187795677893
676,Ensanche,2.019323373412412,9.069325845137639,Superb ,254.0,905.0,43.26594440614731,-2.9358449989785353
677,Ensanche,0.3675050212158976,,,,1296.0,43.26235039797176,-2.9321656630485684
678,Ensanche,0.9075875509096186,9.798053124857708,Fabulous ,3189.0,1594.0,43.25429331590788,-2.9730624324939248
679,Ensanche,0.36884256786622843,9.12567170097771,Superb ,2990.0,168.0,43.26034998095193,-2.9274796600092428
680,Deusto,1.9482101551223594,7.085187867224832,Superb ,6440.0,761.0,43.261101465703625,-2.939351400570613
681,Old Town,0.6917343742569998,,Exceptional 10,65.0,1702.0,43.25840767777151,-2.9221527728876486
682,Bilbao,0.6735196026468397,8.037784307606914,Review score ,3004.0,1628.0,43.25138727352523,-2.9208147851110335
683,Ensanche,0.24001881757691476,8.48738307592861,Fabulous ,6508.0,127.0,43.266444737008285,-2.9296348102686327
684,Bilbao,0.7116159773941098,,,,1687.0,43.25470537791872,-2.927840447655384
685,City Center,0.6656249913396121,8.578770947500209,Very good ,1643.0,369.0,43.262751066379806,-2.9484140898356284
686,City Center,0.5024028588235923,8.479142403015366,Very good ,2113.0,343.0,43.26611087908693,-2.925611330764039
687,Deusto,1.251993592370376,8.043660187638256,Good ,5402.0,956.0,43.26386183642003,-2.9313564319615977
688,Deusto,1.4904934482200412,7.2929145331122704,Good ,172.0,427.0,43.27665832258403,-2.9577861161607024
689,Bilbao,0.6602406373970987,,,,1717.0,43.25426479620113,-2.9279474340154965
690,City Center,1.4326248255461511,8.178972802892654,Exceptional ,2709.0,694.0,43.27489372824468,-2.956792010982021
691,City Center,0.4438973830549623,7.856177269670248,Exceptional 10,7996.0,1095.0,43.25103443256263,-2.9306488998233156
692,Ensanche,0.4186306899187453,,,,1319.0,43.26132092002556,-2.93144436810482
693,Bilbao,1.8633077573236736,8.289014050131161,Exceptional 10,2626.0,1285.0,43.25988179779143,-2.9183552156035524
694,Bilbao,1.119911426598929,7.350069211613793,Review score ,440.0,495.0,43.26238741777336,-2.933197131546694
695,City Center,1.2519415583502895,9.53916393712894,Review score ,852.0,1667.0,43.25971847858871,-2.9519840714332735
696,Bilbao,0.34899288615177687,6.982704786089825,Good ,2169.0,249.0,43.25565548264749,-2.935633069980973
697,Old Town,2.1097139013728263,7.991778451747233,Very good ,1240.0,1745.0,43.24959158795557,-2.909137354297772
698,Ensanche,0.34433001066779345,,,,1306.0,43.262193878428285,-2.9312813375159665
699,Old Town,1.416530424618133,9.137226981901842,,5031.0,1430.0,43.27430920587986,-2.914021930108133
700,City Center,2.1643008987843175,7.226975682782834,Superb ,7904.0,1336.0,43.25846418976534,-2.97210537199367
701,Bilbao,1.1321009675771503,8.419701133742377,Very good ,3326.0,484.0,43.25700962698455,-2.9138246075519896
702,Bilbao,0.6820632877931114,,,,1745.0,43.25525404853041,-2.9281445779950652
703,Bilbao,0.6822336201329077,,,,1691.0,43.25439124949398,-2.925614540991798
704,Old Town,1.9736220205593484,9.876153977023314,Exceptional ,212.0,290.0,43.257040491920286,-2.945291715371565
705,Bilbao,0.6723317032648548,,,,1699.0,43.25427283740561,-2.9261993398856068
706,Old Town,0.6498727299557505,,Exceptional 10,395.0,1722.0,43.2586995114539,-2.9255463068691525
707,City Center,1.793367394319314,9.581593622111924,,4880.0,700.0,43.253309701894345,-2.94449997151505
708,Old Town,1.2484620112427285,7.378301791059349,Very good ,7992.0,936.0,43.25364137097054,-2.9408933095993555
709,Deusto,1.061568122054721,7.205074026668146,Fabulous ,1372.0,301.0,43.27375794121471,-2.9135803389980492
710,Ensanche,1.2759626530388768,7.132519238451034,Exceptional ,356.0,925.0,43.25533786273938,-2.920859601271763
711,Ensanche,0.3768177148646984,,,,1296.0,43.261987147183106,-2.931058775569064
712,Old Town,0.617524378017699,8.205439629103878,Very good ,4562.0,1393.0,43.268960503832716,-2.925477777287767
713,City Center,1.6037153345473059,9.15569208308833,Good ,,1235.0,43.2600689620188,-2.9532436749583053
714,Bilbao,0.7135263125373843,,,,1756.0,43.254605261625315,-2.925649403925585
715,Ensanche,0.4180429853988004,8.322817544548567,Review score ,2776.0,109.0,43.25609559984801,-2.9567309805303004
716,City Center,0.6791219770083669,8.573613249539553,Very good ,3563.0,741.0,43.26043891284344,-2.9491908093215953
717,Ensanche,0.37426083992245934,,,,1261.0,43.261589149746,-2.929234770249554
718,Old Town,0.6912697042599882,,Exceptional 10,336.0,1711.0,43.258454214829754,-2.9241169950547565
719,Deusto,1.728066387126294,8.029502771596665,Fabulous ,2941.0,897.0,43.269600523272686,-2.9316212925297918
720,Deusto,1.9303155602317137,7.651273600784871,Superb ,107.0,1274.0,43.26744927164705,-2.9562203953055484
721,Deusto,1.4152300791083552,7.324572181199602,Good ,42.0,437.0,43.27691941602281,-2.957172799100072
722,Old Town,0.3419727666977694,7.100677641644816,Superb ,5927.0,1464.0,43.25209224255934,-2.948131074936103
723,Deusto,1.411291262425783,7.285335996034914,Good ,163.0,446.0,43.27630234962776,-2.9576277449107162
724,Ensanche,0.2918428109570904,8.65064268356785,Fabulous ,1392.0,584.0,43.26113592163675,-2.9314287274931097
725,Ensanche,1.1288492348276105,9.215730523109796,Exceptional 10,6455.0,1491.0,43.27471689964571,-2.9519591966245557
726,Ensanche,2.1789588263590924,,Very good ,2436.0,144.0,43.264732942824246,-2.9657530563198464
727,Old Town,1.872576985048334,9.51159111725508,Exceptional ,2745.0,968.0,43.27801332358305,-2.93130704795019
728,Ensanche,0.9148348396172389,7.603543500080265,Review score ,628.0,888.0,43.26865284884339,-2.924359913360904
729,Old Town,0.6609289289402547,,Exceptional 10,69.0,1704.0,43.259591388200164,-2.925441838884401
730,Ensanche,0.4167918387358538,,,,1272.0,43.262309802754295,-2.9306204125977984
731,Old Town,0.6665699115424267,,Exceptional 10,79.0,1712.0,43.2594273817288,-2.9255075981750207
732,Old Town,0.5566692325202077,8.866909339146945,Fabulous ,548.0,340.0,43.25965220558693,-2.923986946141714
733,Bilbao,0.23736706126000023,7.842041481353552,,2515.0,95.0,43.25739124940679,-2.955696746993459
734,Old Town,0.9061702655275425,8.419113622157829,,4868.0,960.0,43.26207286596138,-2.9523136727848405
735,Ensanche,0.30566793836730966,,Exceptional ,7622.0,103.0,43.26461916433654,-2.953064718227307
736,Old Town,0.6536707217764128,,Exceptional 10,386.0,1738.0,43.258970903166286,-2.9241391887802544
737,Ensanche,0.3708620597858461,8.350535995893956,Very good ,3388.0,422.0,43.262028823609626,-2.925608697697037
738,Bilbao,0.653889150946125,,,,1696.0,43.254886240182074,-2.9268053275446153
739,Bilbao,0.6246617810403484,,,,1703.0,43.254714236001384,-2.9283560551685364
740,Deusto,1.3166474990961858,8.181627510110252,Superb ,1871.0,1349.0,43.25187728519878,-2.969302534006826
741,Old Town,0.7568221796892758,7.260794905974737,Fabulous ,7846.0,1194.0,43.27860730166785,-2.961515330474518
742,City Center,2.122036962819976,7.347826350215042,,5495.0,1278.0,43.249562085287806,-2.9393393890566264
743,Bilbao,1.0680998494984992,9.861010942777256,Review score ,6373.0,1133.0,43.25542669780001,-2.9229491715168066
744,Ensanche,0.24579516033453053,,,5747.0,1494.0,43.26132299964994,-2.9486385004008526
745,City Center,2.0226144928469143,9.067908375909708,Exceptional ,3473.0,1451.0,43.25418263819202,-2.9522071026599295
746,Ensanche,2.167713150111785,8.366854892459909,Exceptional ,5220.0,1052.0,43.275922478738714,-2.9115447178250697
747,City Center,0.6943753529624056,8.857245322946028,Fabulous ,1725.0,1113.0,43.26583686105983,-2.938585520858497
748,Deusto,1.4417065294566733,7.288529929184163,Good ,13.0,411.0,43.27719423713559,-2.958120044538325
749,City Center,0.7066449021259281,8.459718233680444,Very good ,1784.0,350.0,43.261368926294914,-2.948268274323241
750,Bilbao,0.5482985004092223,7.638688899028605,Exceptional ,4355.0,237.0,43.25915509125074,-2.9468735451625685
751,City Center,0.45847048256958994,8.512162583649259,Fabulous ,1163.0,106.0,43.26265365603456,-2.9263195952449297
752,Deusto,1.4811855657773663,7.284728188063416,Good ,272.0,486.0,43.27743944962997,-2.9579080980365595
753,Ensanche,0.330298695267472,,,,1257.0,43.26167916134237,-2.9315887395475047
754,Old Town,0.7139626412932788,,Exceptional 10,342.0,1724.0,43.2595761358647,-2.9229349478664335
755,City Center,0.43168058536268844,7.027336605522799,Good ,4602.0,677.0,43.275174994770154,-2.914243521981513
756,Old Town,0.5686463817225269,8.18829389851569,Very good ,1239.0,227.0,43.25865216976784,-2.924997287707251
757,Bilbao,1.0878360214696996,7.386848784230115,Good ,2194.0,267.0,43.249409500158684,-2.9208402318286995
758,City Center,0.8237730327689551,9.542071756710515,,3097.0,111.0,43.25767913831345,-2.943160603518288
759,Old Town,0.7016152649014852,,Exceptional 10,93.0,1716.0,43.258704783602056,-2.924425530115253
760,City Center,0.5210999343175349,7.00694500818101,Review score ,6468.0,1634.0,43.27595366425467,-2.947321788444739
761,City Center,0.6672413786348415,8.460281933634398,Very good ,2001.0,323.0,43.26179106507727,-2.948619383313159
762,Ensanche,0.23892401321563733,8.541984190475302,Fabulous ,583.0,511.0,43.26042574638474,-2.9292655109302865
763,Old Town,0.6298547763896541,,Exceptional 10,263.0,1755.0,43.25869606140415,-2.9235904444535987
764,Ensanche,1.913829320294273,7.685562024252466,Fabulous ,401.0,1636.0,43.27472704365976,-2.9423636234383097
765,Deusto,1.4864094446307343,7.227500462417892,Good ,283.0,463.0,43.27619300943628,-2.9567307899051998
766,Bilbao,0.3667458127807584,7.271053586720273,,7785.0,1195.0,43.27816012225495,-2.927636260999923
767,Old Town,0.712488096513268,,Exceptional 10,220.0,1751.0,43.25925393789485,-2.9223794711070954
768,Deusto,1.4543721960958034,7.255240984462161,Exceptional 10,202.0,456.0,43.27644002508757,-2.9569591746540214
769,Bilbao,0.7280636810460818,7.846622314646294,Exceptional ,6998.0,999.0,43.26909401834299,-2.909271408394515
770,Bilbao,2.044838646587003,7.510989972592718,Exceptional 10,5041.0,88.0,43.26436484002175,-2.9516335884069496
771,City Center,2.17581711494243,7.976703162457337,Exceptional ,127.0,166.0,43.25721564364843,-2.9335447120407734
772,Bilbao,0.5063483811935248,8.444213285377414,Very good ,851.0,423.0,43.25787751119672,-2.9140580812601673
773,Bilbao,0.6256996890803794,,,,1723.0,43.254028495994504,-2.9272356113444973
774,Deusto,1.428702044501193,7.3619655857897195,Good ,389.0,474.0,43.27690577912056,-2.9566659875084094
775,Ensanche,0.3742422359496048,8.435977269968577,Very good ,766.0,557.0,43.25914293866268,-2.942535182682648
